epoch,acc,loss,val_acc,val_loss
0,0.3258560033449372,1.7648261669657148,0.26386179994842607,2.3950817628835495
1,0.4454003970921735,1.482300305986044,0.3872945110100031,1.622068553357511
2,0.4942004249543663,1.361426107852477,0.4859292282014213,1.413838488971267
3,0.5173290605754155,1.2955827631855372,0.5101699637823631,1.3150708893940422
4,0.5355811766386572,1.2445648964630067,0.48815826135828955,1.4006982860740562
5,0.5458566999937027,1.2160675212185004,0.5277235998927002,1.3141154404568718
6,0.5575951792131318,1.1928021863957774,0.5477848983086661,1.2099730312143337
7,0.5670695600687903,1.1676153662627533,0.5522429646224024,1.2191433463464643
8,0.5699258072402245,1.1490698783033682,0.5533574812008365,1.2266392497904754
9,0.5784597164672961,1.1372844227022452,0.5296740039049599,1.2569558808450814
10,0.5804103242906268,1.1216827667641032,0.5745332961869326,1.144560321854097
11,0.5881430910209067,1.1048646971488383,0.5770409584925612,1.1306073188316725
12,0.5911038350353479,1.0963648081265953,0.521315129570856,1.2443163834696993
13,0.5962938451398241,1.0876388080009884,0.5597659515268326,1.2054401769980843
14,0.5991152600271417,1.0743371415168972,0.5881861243018137,1.1167585153239588
15,0.6007175450207252,1.0710828138301314,0.5870716077233795,1.104382396707564
16,0.6026681528461321,1.0603663367808869,0.5778768459512982,1.1375967048608882
17,0.6079974920777319,1.051949529522593,0.5528002229116195,1.1858581368655472
18,0.6126301856602183,1.0422519560667276,0.584842574537448,1.1811070053249921
19,0.6155212651085026,1.0377632268031374,0.5973808860448317,1.1121578400564844
20,0.6168448918478389,1.0294740511779024,0.5321816662188924,1.2635979237547157
21,0.615695426523376,1.0249444156788605,0.5898578991445534,1.1181569157054612
22,0.6403218502908495,0.9685697571050951,0.6227361382332709,1.0234342007027193
23,0.6452680344184475,0.9503566469575316,0.6196712176425772,1.0294863756867496
24,0.6497265665829461,0.9428559369338984,0.6269155753774874,1.0191741336285487
25,0.652861472012261,0.9378639164742534,0.6263583170882704,1.0175054266812178
26,0.6548120798376678,0.9370582163751202,0.6260796879519657,1.016281790124171
27,0.6526873106015397,0.9326885032875543,0.6316522708441361,1.0157255946709671
28,0.6531052979943296,0.9321793111299347,0.62858735027005,1.0217754860281711
29,0.6561705388595636,0.9274990567447973,0.63471719143483,1.0147837798022135
30,0.6546030861412728,0.9249376872144833,0.6319309000053522,1.0154215290407578
31,0.656518861681525,0.9207767561903867,0.6355530788686555,1.0099856441284694
32,0.6581559789613013,0.9214781264382398,0.6316522708441361,1.0103875059176701
33,0.65839980494337,0.9234857928304863,0.6297018668318765,1.0106880401927272
34,0.6589919537448049,0.9108339856213971,0.6322095291333532,1.0141505920212726
35,0.6613257166747327,0.913005442167384,0.6366675954470896,1.0099172526397024
36,0.664704448084559,0.9098057734181072,0.6363889663024811,1.0062451846887221
37,0.6650179386296705,0.9074958587328947,0.635831708013264,1.002941770568868
38,0.6632414922191372,0.9067830790164242,0.6377821120421313,1.0103895668699137
39,0.6654707582998294,0.9059474747184841,0.6327667874059627,1.011943512904209
40,0.6626841756961094,0.906033582438072,0.6319309000053522,1.0088896958168319
41,0.6654010937336724,0.9037689493551968,0.633881304017612,1.0117276373365258
42,0.6652269323250273,0.9051303945284801,0.6338813040010044,1.012367989001217
43,0.6644954543912783,0.9015268737683746,0.6366675954470896,1.0063110144399408
44,0.6678393535128357,0.8942845099427167,0.6408470326162176,1.002199725574622
45,0.6704169424263893,0.8887399087991456,0.6414042909054346,1.0021945886307688
46,0.6683966700337873,0.8904371572419466,0.6397325160377834,1.0017573148236363
47,0.6719147305728135,0.8892358254728623,0.6394538868931748,1.0026110527773826
48,0.6715664077487759,0.8887065125631187,0.6391752577485663,1.0017875354746386
49,0.6688843219906581,0.8940342503442066,0.6377821120255237,1.0031736125418589
50,0.6705562715566271,0.8894501822948738,0.6391752577485663,1.0024433978655505
51,0.6696506322100808,0.8926382614546524,0.6366675954470896,1.00178926088711
52,0.6696506322080046,0.8920921385215572,0.6383393703147408,1.0016162220433285
53,0.668222508622028,0.8911121737151864,0.635274449724047,1.001779773700998
54,0.6660629071064548,0.8894048273644356,0.6366675954470896,1.00186280841846
55,0.6690236511240102,0.8906470241913365,0.6394538868931748,1.0005809818014324
56,0.6683618377522659,0.8912886315583975,0.6377821120255237,1.0005266463135438
57,0.6726113762255601,0.8884692147481594,0.6394538868931748,0.999555409253557
