epoch,acc,loss,val_acc,val_loss
58,0.6699641227531161,0.8913970626406653,0.6383393703147408,1.0006203029473932
59,0.6697899613361663,0.8909234238647111,0.6386179994593493,1.0005715319491855
60,0.6697551290577592,0.8889478459627784,0.6397325160377834,1.0009436311081412
61,0.6714270786164618,0.8857921097886828,0.6369462245916981,1.0011168461252502
62,0.6715664077487759,0.8871869430916034,0.6391752577485663,0.9998160722894103
63,0.6668640496016894,0.8927093582046356,0.6372248537363067,1.000601038125007
64,0.6711135880755026,0.8860813730990211,0.635831708013264,1.000743390209132
65,0.6662022362346165,0.8896890421277275,0.6375034828809152,1.0003296335981098
66,0.6695809676428857,0.8895865093661416,0.6388966286039578,0.9995760691468182
67,0.6680831794928282,0.8866108760194613,0.6380607411701322,1.0004583765584203
68,0.6713922463359784,0.8860559010419308,0.6375034828809152,1.0006226982270552
69,0.6709394266647815,0.8870667874649063,0.6369462245916981,1.0007244293056647
70,0.6677000243867501,0.8846917041122296,0.6380607411701322,1.0006629184581803
71,0.6703821101417536,0.8890844644239203,0.6394538868931748,0.9996718451252021
72,0.6710090912267861,0.8844701185396354,0.6363889663024811,1.0005342865362243
73,0.6746316486160858,0.8861960987755902,0.6383393703147408,0.9997606147262306
74,0.6686753282953012,0.887250257799039,0.6377821120255237,0.9996489273967036
75,0.6729596990511548,0.8849914302633758,0.6375034828809152,1.0002309417252955
76,0.6678741857974714,0.8877498883389519,0.6383393703147408,1.0001255299062508
77,0.6704517747068726,0.8852459645648333,0.6377821120255237,1.0000811409538388
